Acceleration (%),Battery Capacity (kWh),Energy Efficiency (km/kWh),Weight of Vehicle (kg),Range (km)
88.99825237886417,49,3.0,2114,147.0
60.47761989780833,81,4.053288553179433,1380,328.3163728075341
85.93181252348626,62,3.0,2046,186.0
72.74565247440489,41,3.4701059149723865,2254,142.27434251386785
75.6388278366869,46,4.858302791501935,2097,223.48192840908902
88.2981011736366,50,3.0,1961,150.0
79.49636541610312,95,4.678984824090687,1646,444.5035582886153
55.57330538948515,67,3.0,2157,201.0
97.26959979142718,73,3.0,1447,219.0
35.57061210981674,181,1.8958474955674243,1497,343.1483966977038
94.25431988908085,54,4.756707363278332,2342,256.86219761702995
76.51063904268631,51,5.006062568440696,1234,255.3091909904755
88.08396135818968,70,3.309738805637793,1243,231.68171639464552
57.40664270843112,64,4.3599688678090285,1792,279.0380075397778
59.734956420156415,80,4.509695422211639,2349,360.7756337769311
60.49103494752216,67,3.0,1427,201.0
52.33121850515411,93,3.2542903765382043,2138,302.649005018053
94.6025518019114,97,3.0,2397,291.0
85.2400905800371,99,3.245780571336688,2432,321.33227656233214
77.85786044672088,79,3.065040286357184,2378,242.13818262221753
59.94927797794528,69,5.350763806154148,2129,369.2027026246362
93.30749929148766,56,3.0,2076,168.0
69.7743293109114,98,3.0,2062,294.0
84.27286668086543,79,3.877100948436433,2458,306.2909749264782
63.58977092046077,47,3.0,2148,141.0
51.709024667746306,58,3.9794476341399942,1460,230.80796278011968
63.00124558169035,158,1.224158142188901,1594,193.41698646584635
83.17678830433186,45,3.0,2420,135.0
80.26572812431087,69,3.4047143855447386,1309,234.92529260258695
71.7456941671515,87,3.0,1281,261.0
94.07470009279719,58,3.528692556865007,1379,204.6641682981704
44.201274254325746,73,3.0,1696,219.0
40.936686513693246,53,3.564691073006941,2230,188.9286268693679
51.68588089679068,43,3.0,2241,129.0
76.9887572262669,87,4.509652025160506,2190,392.339726188964
58.12328684693059,76,3.0,1415,228.0
44.040935097946914,90,5.739830897569419,2141,516.5847807812477
64.41210607517046,65,4.933461834733052,2324,320.6750192576484
42.22661567849929,58,4.851377318111793,1784,281.379884450484
86.75680388468324,54,3.0,1891,162.0
99.46418314924288,58,3.0,2060,174.0
64.60271650121027,58,3.0,2100,174.0
47.301281620835475,53,5.530876590088338,1933,293.13645927468195
62.63102495722948,51,4.616999676971803,1669,235.46698352556194
70.0571580406093,82,3.0,1355,246.0
98.80267250606548,69,3.3098550228350234,1781,228.37999657561662
77.09397356671047,72,3.0,1907,216.0
80.80093468871871,64,3.0,2306,192.0
54.5033133505059,78,4.237447728329639,1977,330.5209228097118
35.562532370739845,44,5.34064032183502,1840,234.98817416074087
86.79469281706552,68,3.5150870299368444,1853,239.02591803570542
49.3699232143058,70,5.132928206040953,1444,359.3049744228667
71.45838109806346,51,3.5460437889421654,2427,180.84823323605045
99.7069467869004,53,3.0,1367,159.0
72.18143173225192,83,5.404179350263656,1443,448.5468860718835
63.48100667344787,58,3.103908350240059,2008,180.02668431392343
44.2437295243803,171,1.5556199246333353,2102,266.0110071123003
87.78529776704241,91,3.0,1691,273.0
92.69228805701773,64,3.0,2171,192.0
80.21848184883011,84,4.811642234912417,1977,404.177947732643
72.22219399923449,51,3.544341539995208,1881,180.7614185397556
44.65468972638231,60,3.0,2279,180.0
46.15052789787279,84,3.3048146543817083,1249,277.6044309680635
42.0841474061914,57,3.240665870412129,1236,184.71795461349134
53.40581203101424,66,3.1495058178107826,2172,207.86738397551164
39.37235716974012,89,5.5843202934175125,1645,497.00450611415863
84.62992627213649,77,5.121368623006225,1826,394.3453839714793
46.93762590310671,75,5.128680742819457,2153,384.65105571145926
47.00625024824066,92,3.0,1960,276.0
98.04510302731627,80,3.0,2013,240.0
69.12454786470681,53,3.0,1477,159.0
60.64473689173284,83,3.5590653430328247,2125,295.40242347172443
60.52400170606089,51,4.449081402559544,1471,226.90315153053677
48.51855610785343,44,5.12993550699421,2347,225.71716230774524
63.15549511107918,96,3.5835020841432987,1935,344.0162000777567
80.61974180938454,42,3.0,2206,126.0
41.769630580893875,47,4.3058060561941645,1536,202.37288464112572
71.99891916187542,46,3.0,1762,138.0
99.37618247814527,44,4.547539224935503,1425,200.09172589716212
46.546425761444546,88,3.0,1713,264.0
81.59785825156779,85,5.145489232295265,2465,437.36658474509755
70.18316317311356,63,3.0,2239,189.0
51.11041280883363,46,5.841777449565863,1942,268.7217626800297
57.08321687250558,99,5.766616388905143,1767,570.8950225016091
49.929568319791514,85,3.659380861158003,2277,311.04737319843025
35.670996601247914,44,3.0,1736,132.0
98.50882243669815,84,3.5788683431424344,1632,300.6249408239645
97.87150019397856,91,4.692476085775263,2422,427.015323805549
55.51043998805943,47,3.0,2292,141.0
85.40287473846453,186,1.6501213148400657,1437,306.9225645602522
34.42907052882181,90,3.0,1677,270.0
63.60368817396994,193,1.0350312405849973,2384,199.76102943290448
41.2866387067875,97,6.1587921820800124,2414,597.4028416617612
67.78670631270826,77,3.0,1589,231.0
98.07672715788573,44,4.889459337627363,1341,215.13621085560396
36.0039412700463,45,3.0,1703,135.0
74.41193877380051,74,5.41086051989456,1966,400.40367847219744
56.485898287046524,80,3.288028404349567,1318,263.04227234796537
96.27829090037746,84,3.0,1265,252.0
98.65354420694362,95,3.0,1458,285.0
36.652066768202914,61,3.0,1901,183.0
48.17840527487233,42,4.094072548499049,2264,171.95104703696003
43.11300760101211,68,3.5320242687983474,1304,240.17765027828762
,51,,1500,153.0
95.62886925022943,81,3.0,2153,243.0
63.89784067638159,72,3.0,1958,216.0
92.44895946306029,52,4.2603155429930215,2226,221.5364082356371
78.31159946821077,79,4.533970491564546,2338,358.1836688335991
68.31256080623183,74,3.0,1734,222.0
35.89508993082167,83,4.869849421670822,1342,404.19750199867826
80.93913484566784,40,3.0,2320,120.0
53.74928301522669,44,3.183162519069529,2456,140.05915083905927
82.6530914624066,92,3.0418021065429146,1918,279.84579380194816
87.18972946275058,44,4.142162498936128,2486,182.25514995318963
53.39460487769458,90,5.178234064570675,1878,466.04106581136074
78.05066811410227,46,3.0,1847,138.0
97.55735469640253,76,3.0,2251,228.0
41.420199867035606,76,6.060925551173564,1719,460.63034188919084
93.36035457100449,82,4.218738753123214,1221,345.93657775610353
51.535253045057296,73,3.752409106835854,1570,273.92586479901735
49.20977691104642,48,3.609352626743679,1678,173.2489260836966
85.74704348407053,44,3.504403668819392,1379,154.19376142805325
52.811786892136325,84,4.074886358877611,1422,342.29045414571937
91.33127730984567,53,3.0,1868,159.0
66.09854896122977,54,3.0,1411,162.0
77.76420316845571,79,5.295678464496788,2456,418.35859869524626
73.88726854023732,49,3.0,2308,147.0
67.4840375917507,81,3.0,2438,243.0
80.52985511341261,51,3.563858003695513,2038,181.75675818847117
94.82895224374163,58,3.4893465999117526,1646,202.38210279488166
44.6761826784772,75,3.0,2140,225.0
89.61397238508214,99,3.0,2214,297.0
85.29922309810226,56,3.5033966225441846,2460,196.19021086247434
60.579970818062264,49,3.0,1639,147.0
81.83955622031624,99,4.47984943743664,1506,443.5050943062274
97.39037178565198,53,3.0,1254,159.0
92.32020539734637,84,3.80318896189916,2437,319.46787279952946
50.059536379406836,74,4.782256303621034,2341,353.88696646795654
60.93790796269617,42,3.484300948041917,1793,146.34063981776052
88.31206439500994,57,3.2322041878847863,1974,184.2356387094328
81.9490339645574,98,3.0,1884,294.0
,97,,1689,507.9483655895544
57.58833605318138,66,3.4417665921521916,1767,227.15659508204465
66.82656852290238,63,3.0,2105,189.0
39.71694657755718,40,4.2004922918207726,2387,168.0196916728309
61.928247182677296,91,3.0,1760,273.0
55.65841956530225,87,3.0,1275,261.0
41.67905281350336,43,5.55613126805376,2185,238.91364452631169
90.75751459710446,56,3.0,2204,168.0
79.9685246935048,55,4.315071596978782,2080,237.32893783383298
42.71302825738309,69,4.660504359432747,2243,321.5748008008596
51.55415724358131,52,4.129780325000411,1318,214.74857690002136
44.16656103162943,93,4.5071578811395225,1568,419.1656829459756
87.85235532379633,69,3.0,1948,207.0
40.590696443110346,91,3.9234096251747217,1467,357.0302758908997
69.27260034711958,75,4.078200258922762,1313,305.86501941920716
69.94371271934926,98,3.912697100745685,1234,383.44431587307713
66.36477087102223,80,4.077726476815876,2445,326.21811814527007
38.457471685077564,77,5.669432340688941,1539,436.5462902330484
64.81756405301435,42,5.20262593883179,2443,218.5102894309352
96.88615975775265,56,3.0,1436,168.0
77.09802625912951,53,3.2493165751628883,1436,172.2137784836331
82.18156102755376,57,3.0,2201,171.0
87.37358988401076,87,5.063863935370811,1319,440.55616237726053
97.32229209325845,91,3.0,1835,273.0
92.68727985163761,61,3.0,1661,183.0
95.05256996630456,64,3.0,1806,192.0
41.74251053441014,58,3.0,1365,174.0
38.26592561346034,97,3.0,1790,291.0
63.372166187741165,86,3.0,2135,258.0
47.93792060679052,84,4.720752258847752,1737,396.5431897432112
44.45657188037184,83,3.173340721197507,2261,263.38727985939306
69.8989057166083,43,3.0,2398,129.0
,90,,2000,368.28065805673043
96.73937863780507,84,3.5382304509613505,2271,297.21135788075344
96.4601932973678,49,3.0,1791,147.0
38.035619682488125,77,4.65927750384891,1665,358.76436779636606
83.44531780209489,63,3.0,1204,189.0
55.13184154951595,82,3.997518777699156,2243,327.7965397713308
91.84461785678405,87,3.0,1243,261.0
73.86588207976918,93,3.996374691276753,1737,371.662846288738
97.7268661243874,85,3.1728203567820437,2355,269.6897303264737
66.33706304363899,91,3.303123286180056,1713,300.5842190423851
73.1788223682306,72,3.0,1840,216.0
33.86361208523604,90,3.0,1756,270.0
57.927575971318156,66,5.231089850201818,2348,345.25193011332
75.0594250958006,97,3.654248209154897,1499,354.462076288025
37.58630375023986,42,4.324526182581479,2159,181.63009966842213
53.81442780141806,95,3.5469901928386625,1740,336.96406831967295
67.84937714029749,43,3.5378730235039386,1486,152.12854001066935
41.075930680035036,90,3.0,2091,270.0
61.05029251170679,94,3.0,1701,282.0
43.71665065326296,67,3.9615284678895932,1421,265.42240734860275
50.72056181285175,59,5.084724744594236,1222,299.9987599310599
75.03312247444694,79,5.3156442643580855,1362,419.93589688428875
85.2736124892431,74,3.0,2086,222.0
52.14524304328221,49,5.1416872903645,1512,251.9426772278605
74.27271586504678,74,3.0,2354,222.0
42.10471412526175,69,3.6507727620575277,1388,251.9033205819694
42.041597791286115,43,4.87870572508218,1327,209.78434617853375
97.72215464788884,71,3.0,2402,213.0
49.58114214450175,77,3.0,1851,231.0
45.40995663564536,40,5.553963197686076,1464,222.15852790744304
85.18186067118621,63,3.1729106873279473,1690,199.8933733016607
74.53937487766602,78,3.7875602857289685,2263,295.42970228685954
54.97175570862449,70,5.751968458524627,1442,402.6377920967239
62.155593325244354,51,4.642198242392024,1276,236.75211036199323
99.41124174246511,66,4.682676017088007,1258,309.05661712780847
74.53549894540915,52,3.4964986235967848,1282,181.8179284270328
87.49424384159337,87,3.32950960842103,2078,289.6673359326296
56.06239202094637,74,3.3257598260722645,1860,246.1062271293476
53.95818119085214,85,4.923306796339614,2410,418.4810776888672
33.745588176059776,83,4.265557116244797,1566,354.04124064831814
80.17596426711228,55,5.209837146984669,1553,286.5410430841568
66.59304430239614,72,5.3059092356821305,1557,382.0254649691134
49.461848541282436,45,3.6494510466797405,2129,164.22529710058834
67.867204426975,45,4.16253973877846,1399,187.31428824503072
36.35542013653294,61,5.080747113117361,1281,309.92557390015907
78.645008742709,45,3.7161180321140312,1596,167.2253114451314
37.514772726759226,91,4.206856408601423,1340,382.8239331827295
84.14497247877631,89,3.0,2354,267.0
91.34286703678248,40,4.495309378753724,2345,179.81237515014897
95.50971448941118,81,3.9421925224224736,1486,319.3175943162204
72.40109183188643,53,3.0,1951,159.0
57.92564149160037,77,3.800290178726687,2431,292.62234376195494
42.77409004119328,67,3.7906924747589605,2214,253.97639580885036
76.76135922345763,89,3.15241806402814,1919,280.5652076985045
90.1692493903978,51,3.0,2381,153.0
62.936249946813525,71,3.866312680732592,1271,274.50820033201404
40.01521710952562,66,3.1514103140688405,2030,207.99308072854348
99.81567143917246,69,3.0,1477,207.0
93.68812189173931,44,4.259504755019825,1489,187.4182092208723
67.56785778278469,80,4.517048621809088,1636,361.36388974472703
40.07673719456191,49,4.39092342896036,1868,215.1552480190576
60.88750409340735,73,5.339956996488764,2101,389.8168607436798
63.79297033216186,94,3.0,1426,282.0
33.87458713579966,91,6.255734922193787,1932,569.2718779196346
64.70297899674819,95,4.980225582958102,2444,473.1214303810197
48.56364942208658,47,5.349570658774032,1636,251.4298209623795
76.84593595606172,83,3.890293636813248,1743,322.89437185549957
58.24890112209783,48,5.751423201237887,2330,276.06831365941855
84.98144150728945,68,3.6819714986349625,2369,250.37406190717746
69.27958627515429,41,3.0,1437,123.0
80.19109627000675,50,3.0,1894,150.0
82.37983368708358,78,4.790096040097395,1353,373.6274911275968
53.75423325188085,53,3.0,1400,159.0
46.89818283317306,60,3.0,1840,180.0
51.065502625329465,76,3.0,1279,228.0
79.0946595998428,40,3.0,1671,120.0
39.1079840569796,89,3.651355237539593,1428,324.97061614102375
44.63284977907283,43,5.065484726390473,1596,217.81584323479032
51.03309382860483,74,5.344176608546033,2420,395.4690690324065
62.51848479263793,86,3.0,1538,258.0
76.97474623436419,86,4.744436719524191,1941,408.02155787908043
81.48221707914627,99,3.0,1357,297.0
50.51701437520732,97,4.708061967958404,1503,456.6820108919652
95.54088875623718,81,3.0,1766,243.0
88.23681510745459,96,3.3296494029273758,2168,319.64634268102805
47.12119287555975,91,4.203999507903107,1427,382.56395521918273
73.74162592553185,63,4.542744442302144,1444,286.1928998650351
82.48464554171363,77,3.0,1285,231.0
59.709788079780836,48,3.4771090937457396,1756,166.90123649979552
94.44287351292773,50,3.0,2450,150.0
41.70331932656514,71,3.436789147702937,1241,244.01202948690855
74.24252686595892,83,4.232371400191172,1309,351.2868262158673
68.49573899528187,55,5.404844579685004,2363,297.2664518826752
43.593060422657004,66,3.0,1886,198.0
53.8629138441288,47,5.531290448836007,1705,259.97065109529234
66.9259197860849,44,5.400168480228356,1261,237.60741313004763
73.61159587817279,98,3.0,1315,294.0
76.32708825766113,84,3.4279609008603185,1382,287.94871567226676
78.4751659049268,66,3.0,2176,198.0
93.95017962913282,54,3.0,1277,162.0
98.22550794432141,85,3.3779906048533297,1901,287.129201412533
78.16229346415619,48,3.0,2111,144.0
38.06214774225156,98,5.477117487981763,1972,536.7575138222128
47.34047952749012,70,4.539546646843075,2140,317.7682652790152
51.43228116665723,59,3.1921412981228996,1933,188.3363365892511
60.76072878403104,44,4.49550548729095,1619,197.80224144080182
97.73413974184037,85,4.110451313214023,2220,349.38836162319194
58.54365457071612,65,4.52587125554451,2199,294.1816316103932
56.36309238703423,91,5.4847201618412305,1910,499.109534727552
89.42983687231732,75,3.0,1957,225.0
91.26980683178779,80,3.0,1923,240.0
66.87123089858873,48,3.026022329042731,1350,145.24907179405108
50.149281271796816,95,3.0,1518,285.0
48.354461996749,92,3.0,2332,276.0
71.90568990619664,78,4.7449102763700735,2385,370.1030015568657
42.30169948594564,79,6.106162651147091,1942,482.3868494406202
97.46479131827138,93,3.0,2290,279.0
71.96909127666541,41,3.7411055003731644,1563,153.38532551529974
57.01930954795459,66,4.119234531074781,2156,271.8694790509355
99.9556748554077,76,4.686420590884173,2040,356.16796490719713
48.93309858604185,86,5.31147267982231,2040,456.78665046471866
43.728416811588765,98,5.063330991008618,1523,496.2064371188446
45.42922317970846,66,3.1629527570384472,1445,208.75488196453753
68.21186732263338,76,4.799634184707973,2114,364.77219803780594
77.42262055923884,44,3.0,2470,132.0
77.10220466020013,43,3.0,2480,129.0
70.89389096559027,68,5.518699249466972,2424,375.2715489637541
63.215105473881636,44,4.911706180095542,2221,216.11507192420385
91.72699499999298,79,3.0,2491,237.0
33.416229257740135,83,4.219241566900765,2242,350.1970500527635
95.09758653041231,83,3.0,2188,249.0
60.37635062981583,59,4.974290556188442,1598,293.4831428151181
42.24468325764681,70,3.0,2291,210.0
76.39448275544008,81,3.0,1363,243.0
53.687378446448754,62,3.0,2304,186.0
65.6115354775605,49,3.0,2408,147.0
78.70553952791782,46,3.0,1861,138.0
97.23693386330187,57,3.634617199724833,1937,207.1731803843155
38.92491590346747,60,3.0,1847,180.0
89.05249576348,87,4.725969322278936,1891,411.15933103826745
87.6282378052768,51,3.0,2408,153.0
49.84579189644009,44,3.0,1220,132.0
98.15065344944736,59,4.289543403067626,2180,253.0830607809899
40.81818388859397,55,6.094955779747904,1698,335.22256788613475
40.91620129424829,73,5.291892743404061,1603,386.30817026849644
69.15401726690736,79,3.0,2003,237.0
60.91103490554713,79,3.0,2162,237.0
68.03470224276764,56,3.0,2013,168.0
85.23428632350382,87,3.273444598540581,1512,284.7896800730306
65.73336625317353,50,5.564125075390337,2029,278.2062537695169
45.93851025188992,54,3.4012539200842946,1744,183.6677116845519
93.79903456254958,66,4.67598854616683,2055,308.6152440470108
53.897885432632265,61,3.656371691483354,1735,223.0386731804846
80.32473400289211,81,3.0,1768,243.0
40.1252509426371,77,3.730697620184696,2027,287.2637167542216
62.95958792771798,64,4.6624019885462005,1569,298.39372726695683
57.65483134718657,82,5.44339849699768,1245,446.35867675380973
39.64926098528961,186,1.772040415308656,1766,329.59951724741
72.11476849823178,48,3.3714234326662007,1638,161.82832476797762
86.16677879076441,88,4.3862676582066635,1513,385.99155392218637
41.280696189371554,43,4.5543771292422335,1268,195.83821655741605
39.52664763294129,69,5.9088540962356735,1390,407.7109326402615
92.93996907374394,74,3.0,1423,222.0
95.70153485059049,52,3.0,1717,156.0
82.28822721456831,97,3.0,2072,291.0
43.88553671329158,80,3.5261445067162436,2066,282.0915605372995
58.39226365304492,81,4.213815014036296,2109,341.31901613694
47.89588299924536,86,5.711421608857753,2106,491.1822583617668
77.43178459041914,89,3.8417361490946282,1875,341.91451726942194
80.97306151333748,68,3.0,1713,204.0
78.62982238777319,73,3.154775046329746,2162,230.29857838207147
92.13250605107531,64,3.1631992018022466,1541,202.44474891534378
93.00567818442097,83,3.716108343370326,1513,308.4369924997371
40.91749749871012,66,3.0,2459,198.0
71.87147346749416,52,3.0,1914,156.0
50.66033194952219,67,3.0129420067337245,2078,201.86711445115955
85.98436585297776,57,4.362620008000662,1563,248.66934045603773
52.38050451072602,50,3.5339527187899624,1693,176.69763593949813
36.81842481814705,65,5.762475605021114,1232,374.5609143263724
57.08179249929171,66,4.625622509885369,1306,305.2910856524344
52.61249641972999,69,3.1279927555969635,1590,215.83150013619047
55.68588780529804,88,4.148028601929882,1578,365.02651696982963
91.7482195421094,54,3.9277316944069813,2219,212.097511497977
58.59706065416718,53,5.683968888676402,2077,301.2503510998493
76.82128010357006,72,5.172760300526901,1687,372.4387416379369
38.688207045968895,69,3.3090546086626023,1874,228.32476799771956
86.58094611030496,68,4.44435287396835,1773,302.21599542984785
